id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
17301,boardgame,Nobunaga Fuun-roku,1988,1,2,360,360,360,12,3,5.33333,0,7,0,0,0,2,0,0
174563,boardgame,Postman Race,2013,2,4,45,30,45,6,11,6.68182,0,22,1,2,5,2,3,1.6667
38712,boardgame,Anomalies of Love,2008,2,4,45,45,45,0,1,6.5,0,0,0,0,1,0,0,0
201008,boardgame,Panduiki,2015,3,5,60,30,60,12,1,7,0,1,0,0,0,1,0,0
10154,boardgame,Treasure of the Pharaohs,1974,2,6,45,45,45,0,32,5.95312,5.50401,43,2,15,34,24,5,1.8
173302,boardgame,News@11,2015,3,6,45,30,45,8,23,7.73913,0,49,1,12,52,7,2,1
22602,boardgame,Allaboutfootball,2005,2,6,60,60,60,0,1,8,0,1,0,1,1,1,0,0
33801,boardgame,UNO: The Simpsons – Special Edition Card Game,2003,2,10,30,30,30,7,98,5.75051,5.52259,231,13,4,9,28,10,1.2
30244,boardgame,"Tannenberg, 15 July 1410: Downfall of the Teutonic Order",2007,2,2,180,180,180,0,2,6.5,0,3,0,0,2,2,0,0
37814,boardgame,Thirty Years Warfare,2001,2,4,0,0,0,0,1,7,0,1,0,0,0,1,0,0
8767,boardgame,Chessington,1990,2,4,45,45,45,10,7,5.71429,0,12,2,1,1,4,0,0
83741,boardgameexpansion,Chaos Isle: Rise of The Creator,2010,2,6,20,20,20,13,30,7.37333,5.53422,131,14,3,9,16,3,2
90012,boardgameexpansion,Das magische Labyrinth: Erweiterung,2011,2,4,20,20,20,6,47,7.2234,5.58578,160,1,48,102,21,5,1.4
20052,boardgame,Behördendschungel,0,2,6,90,90,90,10,3,2.83333,0,6,0,0,0,0,0,0
75690,boardgameexpansion,Steam Expansion: Sardinia,2009,2,2,75,75,75,12,6,7.75,0,26,0,6,15,5,1,4
56844,boardgame,Soaps (Where Soap Opera Writers Get Their Ideas),2009,2,5,75,75,75,18,9,6.5,0,8,0,1,0,3,2,2.5
99622,boardgame,Oversight,2011,2,4,0,0,0,7,7,6.35714,0,23,3,0,1,4,1,2
48002,boardgame,Dodger Mania,1985,2,6,60,60,60,12,0,0,0,1,1,0,0,0,0,0
14922,boardgame,Adventures of Lassie,1955,2,2,30,30,30,4,0,0,0,1,0,0,0,0,0,0
66143,boardgame,Inevitable,2010,2,6,180,180,180,15,20,6,0,48,2,8,30,16,4,3.25
7768,boardgame,Giac My,1978,2,2,180,180,180,12,6,4.5,0,11,0,0,0,2,1,4
33208,boardgame,What?,2007,5,17,0,0,0,14,58,6.00259,5.52403,134,7,0,10,21,5,1
23893,boardgame,Milwaukee Scene,1979,2,6,90,90,90,12,1,5,0,4,0,0,1,2,0,0
8214,boardgameexpansion,Orilla: 1st StarGuard Supplement,1977,2,2,120,120,120,12,6,6.5,0,14,2,0,4,1,1,3
93370,boardgame,Madeline at the White House,2011,2,4,0,0,0,4,0,0,0,6,1,0,0,0,0,0
74713,boardgameexpansion,Age of Steam Expansion: Robot & Hexpansion,2010,1,6,120,120,120,13,0,0,0,89,1,8,19,9,0,0
35867,boardgame,From the Gecko,0,2,6,15,15,15,0,1,3,0,1,0,0,0,0,0,0
5261,boardgame,Jigsol,1985,1,8,30,30,30,10,3,4.63333,0,10,1,0,0,2,0,0
34761,boardgame,Fast Game System,2003,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130859,boardgameexpansion,Fallujah: Iraq 2004,2012,2,0,90,90,90,14,6,6.83333,0,44,0,2,2,1,1,3
126055,boardgame,Toe TacTix,2012,2,2,10,10,10,0,0,0,0,1,0,0,0,0,0,0
167812,boardgame,"Guspira, el joc dels correfocs",2015,2,4,30,30,30,8,8,5.375,0,10,0,0,0,1,1,1
29183,boardgame,"Car 54, Where are You?",1961,0,0,0,0,0,0,1,7,0,1,0,1,1,1,0,0
16667,boardgameexpansion,Treasure of the Silver Dragon,1980,1,6,180,180,180,12,31,6.03226,5.51882,156,5,6,3,16,3,2
110296,boardgame,Spaiji,2011,2,2,10,10,10,7,5,7,0,3,0,0,0,4,1,2
41397,boardgameexpansion,The Road,1985,2,8,60,60,60,8,7,6.14286,0,19,0,1,6,4,0,0
6787,boardgame,Deutschlandreise,1962,2,6,45,45,45,9,147,4.32177,5.32785,323,16,0,1,45,20,1.25
186719,boardgameexpansion,Secret Santa: Mrs Claus,2015,4,8,0,0,0,0,0,0,0,9,0,2,1,0,0,0
27341,boardgame,Ringmaster,2000,2,6,180,120,180,10,10,7.3,0,46,0,4,49,18,4,2.25
5365,boardgame,Impact Zone,1998,2,2,30,30,30,10,21,3.64286,0,43,4,2,2,21,0,0
127567,boardgameexpansion,-(Mathul8)^2,2011,1,4,5,5,5,10,2,5.5,0,2,1,0,0,0,1,1
12118,boardgame,The SS Abyss: Hungary 1945,1995,2,2,0,0,0,12,12,7.125,0,69,5,3,9,13,0,0
158061,boardgameexpansion,Bootleggers: Thug Promo,2013,2,6,120,120,120,8,23,7.02174,0,152,8,6,16,10,1,2
131894,boardgame,Vietnam Battles: Snoopy's Nose & Iron Triangle,2013,1,3,120,120,120,0,19,7.17368,0,149,2,3,8,22,6,2.3333
164471,boardgame,Die Fit-Esser,2009,2,3,0,0,0,5,0,0,0,2,0,0,0,1,0,0
114327,boardgame,Fungibility,2011,2,4,60,60,60,10,6,6.66667,0,13,1,3,10,5,2,2.5
37726,boardgame,Tyrants of Rome,2008,2,6,0,0,0,0,10,3.6,0,13,2,0,7,7,1,1
183482,boardgameexpansion,Dungeons & Dragons Dice Masters: Battle for Faerûn Minsc and Boo Promo Card,2015,2,2,60,30,60,14,38,7.29605,5.57221,275,10,4,14,13,0,0
97580,boardgame,Word Ace,2010,2,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0
192728,boardgame,Ranglin' Rabbits,2016,2,4,15,15,15,6,4,5.875,0,12,0,0,3,0,0,0
196128,boardgameexpansion,Tanks: American Pershing Tank Expansion,2016,2,2,0,0,0,0,11,7.77273,0,67,0,2,1,5,0,0
85619,boardgame,Extra Trivia: General Knowledge,1986,2,6,60,60,60,10,1,1,0,1,0,0,1,1,0,0
81347,boardgame,Fidget Digit,1960,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6063,boardgame,Escape from the Brotherhood,1990,1,1,20,20,20,10,2,4,0,4,1,0,0,3,1,2
189832,boardgameexpansion,Robinson Crusoe: Adventure on the Cursed Island – Crewman Deck I,2015,1,4,180,90,180,14,27,7.45926,0,260,3,40,95,10,1,1
21086,boardgame,Take a Train,1965,2,4,10,10,10,5,8,4,0,26,0,0,1,2,1,1
154785,boardgameexpansion,Eclipse: Nebula,2014,2,6,120,120,120,14,351,7.73439,6.11605,2014,43,62,167,92,21,3.2381
27631,boardgame,Pokémon Battle Dome,2005,2,4,15,15,15,6,7,5.35714,0,9,1,2,3,5,0,0
130731,boardgame,Willi wills Wissen: Quiz-Spiel,2010,2,4,0,0,0,8,0,0,0,4,0,0,1,1,0,0
92362,boardgame,Jungle Jive!,2010,1,6,30,15,30,6,9,5.77778,0,26,2,0,1,4,0,0
33460,boardgame,Bilder-Bingo,1999,2,32,20,20,20,8,1,5,0,1,0,0,0,1,0,0
27754,boardgame,Bloody Barons,2006,2,2,0,0,0,0,5,7.2,0,18,0,0,0,2,0,0
34631,boardgame,Pare los Facists!!,2008,2,2,0,0,0,0,1,4,0,8,0,0,0,1,1,3
126637,boardgame,The Boy Who Cried Wolf,2012,2,5,5,5,5,6,2,5,0,1,0,0,3,1,0,0
169393,boardgame,The Lord of the P.I.G.S.,2014,2,4,30,30,30,16,44,6.38864,5.52279,65,1,2,23,17,8,2
208072,boardgameexpansion,Star Wars: X-Wing Miniatures Game – U-Wing Expansion Pack,2016,2,4,45,30,45,14,26,8.04615,0,192,0,38,157,11,0,0
6639,boardgame,Galactic Grenadiers,1980,2,2,120,120,120,12,10,4.6,0,24,4,1,0,7,0,0
28888,boardgame,Barnyard Races,2006,2,4,30,30,30,8,0,0,0,1,0,0,0,0,0,0
61948,boardgame,Umferðarmerkjaspilið,2009,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
186105,boardgameexpansion,The Others: 7 Sins – Beta Team Expansion,2016,2,5,0,0,0,0,87,7.85287,5.70683,1436,26,4,15,23,1,3
193589,boardgame,Berlin 1945,2015,2,3,0,90,0,14,1,6,0,4,0,1,1,0,0,0
36942,boardgame,Beat the Market,1968,3,6,60,60,60,0,0,0,0,3,0,0,0,1,0,0
39390,boardgame,Racing 'N Rodeo ,0,2,4,30,30,30,7,2,6.4,0,5,0,0,0,2,0,0
195750,boardgameexpansion,Haus Der Sonne: Lava Tiles Mini Expansion,2016,2,2,60,40,60,12,9,6.66667,0,140,52,1,2,8,2,2.5
159788,boardgameexpansion,Sails of Glory Ship Pack: HMS Queen Charlotte 1790 / HMS Ville de Paris 1795,2014,1,4,45,45,45,13,14,7.34286,0,105,2,6,8,2,0,0
145642,boardgame,The Cards of Cthulhu,2014,1,4,60,60,60,0,333,6.85138,5.85492,769,45,43,168,101,29,1.8621
111817,boardgame,Bibi Blocksberg Hexenprüfung Krötenhopsen,2010,2,6,10,10,10,5,0,0,0,1,0,0,0,0,0,0
178322,boardgame,Night falls in Palermo,0,7,15,90,30,90,8,5,5.45,0,5,0,0,0,1,0,0
195554,boardgameexpansion,Ninja Camp: Kitten,2016,2,4,30,15,30,14,28,7.21429,0,318,115,4,12,21,0,0
21328,boardgame,Spectrum,1975,2,2,20,20,20,8,4,6.75,0,8,1,2,5,3,0,0
73549,boardgame,Titanic,2009,2,5,30,30,30,8,2,6,0,3,0,1,6,1,0,0
22327,boardgame,King of the Castle,1975,2,2,30,30,30,6,1,4,0,4,0,1,0,1,0,0
29145,boardgame,Quick Checkers,0,2,2,5,5,5,5,1,3,0,3,0,0,0,2,0,0
70339,boardgame,Ruhrgebiet-Quiz,2007,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
179064,boardgame,Guesstimaster,2015,2,4,0,30,0,18,0,0,0,4,1,0,1,0,0,0
209094,boardgame,Latrunculi XXI,2016,2,2,60,0,60,10,2,7,0,3,0,0,0,2,1,3
54506,boardgame,Seafood Express,2009,2,5,30,30,30,0,0,0,0,2,0,0,2,0,0,0
33722,boardgame,Hime-mekuri,2002,3,8,10,10,10,0,1,5,0,1,0,2,3,1,0,0
2953,boardgameexpansion,Trivial Pursuit: Genus II,1984,2,24,90,90,90,12,433,5.83897,5.59333,943,42,1,3,111,31,1.6774
75702,boardgame,Star Wars: Galactic Battle Game,2010,2,8,15,15,15,6,19,3.49753,0,21,0,0,2,15,4,1.5
35801,boardgame,Lungarno,2008,2,5,45,45,45,8,363,6.16972,5.67319,600,52,10,29,132,44,2.1818
144533,boardgame,Condottieri Conflicts,2013,2,8,45,45,45,12,4,7,0,0,0,1,4,1,3,3.3333
162663,boardgame,Perfect Earth Explorer,2014,2,2,20,20,20,7,2,6.75,0,5,0,0,0,1,1,1
4520,boardgame,Tour Mala!s,1998,2,6,60,60,60,0,0,0,0,2,0,3,3,0,0,0
56949,boardgameexpansion,Factory Fun Expansion 1,2009,2,4,45,45,45,10,50,6.742,5.56932,173,7,16,26,39,5,2.4
173656,boardgame,Gomora: Down Town,2015,2,4,45,15,45,10,4,6.525,0,4,0,4,20,1,0,0
171818,boardgameexpansion,Pathfinder Adventure Card Game: Wrath of the Righteous Adventure Deck 2 – Sword of Valor,2015,1,4,90,90,90,10,68,8.13426,5.67823,784,33,11,49,17,2,2.5
145905,boardgame,BattleMage,0,1,4,45,45,45,12,0,0,0,0,0,0,1,0,0,0
25238,boardgame,The Game of Ladybirds,1975,2,4,15,15,15,3,23,4.6087,0,24,0,0,0,11,3,1
12675,boardgame,The Simpsons Group Photo,2003,2,4,15,15,15,10,24,5.73333,0,52,3,2,2,9,3,1
88960,boardgame,Godzilla: Stomp!,2011,2,5,30,30,30,14,161,5.63758,5.51515,289,15,7,26,69,14,1.1429
67988,boardgame,Mini Don't Break the Ice,2008,2,6,5,5,5,3,4,2.975,0,10,0,0,0,1,0,0
36091,boardgame,Dragon Lance Companions,2003,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0
214351,boardgame,Riotinto,0,2,4,120,90,120,12,0,0,0,0,0,0,1,0,0,0
39370,boardgame,Garage Band: The Game,2008,4,99,60,60,60,0,12,4.66667,0,52,8,0,0,9,2,1
5999,boardgame,The Italian Campaign: Salerno,1992,2,2,240,240,240,12,58,5.57328,5.49695,336,20,0,3,54,9,3.3333
4475,boardgame,Unexpected Treasures,2002,3,6,30,30,30,13,578,6.24651,5.79357,968,44,43,104,145,49,1.3265
21365,boardgame,Luchthavenspel Schiphol,1995,2,6,0,0,0,0,1,6.5,0,3,0,0,0,0,0,0
35697,boardgame,Stjórinn,2005,2,6,120,120,120,0,5,7.2,0,8,1,0,2,2,0,0
90577,boardgame,Grand Admiral: Castles of Steel,2011,2,0,0,0,0,0,3,5.66667,0,4,0,1,2,0,2,1.5
46362,boardgame,High Noon Saloon,2011,2,6,45,45,45,10,221,6.40656,5.66812,603,35,11,70,74,16,1.625
21495,boardgame,Ai-Jo Monogatari,1988,2,6,90,60,90,8,0,0,0,0,0,0,0,0,0,0
2502,boardgame,Global Survival,1992,2,8,0,0,0,14,110,1.86136,5.10178,162,29,2,6,54,10,2.3
29949,boardgame,Action Ice Hockey Game,1964,2,2,0,0,0,8,0,0,0,1,0,0,1,0,0,0
11892,boardgame,Thunder Ball,1993,2,6,60,60,60,0,1,3,0,8,1,0,0,1,0,0
145189,boardgame,Timeline: Music & Cinema,2013,2,8,15,15,15,8,1736,6.84016,6.37774,3588,25,67,271,230,64,1.1094
20444,boardgame,Pari-Manie,1987,2,8,60,60,60,12,13,5.34615,0,27,0,1,1,7,0,0
145872,boardgame,Vici,2014,2,2,30,30,30,0,20,6.53,0,73,7,3,7,11,2,2
114721,boardgame,Suitors & Suitability,2011,2,6,120,120,120,13,7,4,0,31,4,0,5,10,1,3
26973,boardgame,Jagabongo,2000,2,8,60,60,60,10,0,0,0,1,0,0,1,0,0,0
39305,boardgame,Nova Race,2008,2,4,20,20,20,0,0,0,0,0,0,0,0,1,0,0
45476,boardgame,Battle for Glyderion,2009,2,2,30,30,30,8,6,7.16667,0,15,0,3,16,11,1,1
12971,boardgame,The Li'l Abner Game,1944,2,4,20,20,20,6,1,4,0,6,0,0,0,2,0,0
31357,boardgame,Sin Verguenza,1992,2,12,45,45,45,0,1,5.8,0,2,0,0,0,1,0,0
150025,boardgame,Bajsboule!,2013,2,6,15,15,15,5,0,0,0,1,0,0,0,0,0,0
176817,boardgame,Assassinorum: Execution Force,2015,1,4,0,60,0,12,217,6.72926,5.70911,597,15,46,134,83,16,2.125
28891,boardgame,Seigo,2006,2,6,180,180,180,15,11,6.40909,0,24,1,10,23,10,6,3
13098,boardgame,True Math,1995,2,4,0,0,0,8,2,6,0,5,0,0,0,1,0,0
131758,boardgame,Landmaus & Stadtmaus: Sherlock Maus,2004,2,4,15,15,15,4,0,0,0,1,0,0,0,0,0,0
42821,boardgame,Whitey Herzog's Great Game of Baseball,1976,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16709,boardgame,Hellfire,0,2,2,2,2,2,12,3,7.66667,0,9,0,2,5,2,1,3
28361,boardgame,Monopoly: Wigan,2005,2,6,120,120,120,8,7,4.5,0,8,0,0,0,4,0,0
1902,boardgame,Mad Scientist,2000,2,4,30,30,30,10,100,4.34,5.37962,182,29,4,9,42,10,1.4
14949,boardgame,The JEEP Board: 15 Games and 10 Puzzles,1943,1,2,0,0,0,12,0,0,0,4,0,0,0,0,0,0
65776,boardgame,Hexe Lilli: Hexe Lillis großes Geheimnis,2009,2,4,15,15,15,6,1,6,0,0,0,0,0,0,0,0
11166,boardgame,Brandywine & Germantown,2000,2,4,360,360,360,12,64,7.65625,5.62197,273,4,31,39,30,12,4.1667
200413,boardgame,Cotto & Frullato: The Game,2016,2,4,40,20,40,14,2,5,0,4,0,1,1,2,0,0
10311,boardgame,Play and Defend Bridge,1965,4,4,60,60,60,10,1,3,0,11,2,0,1,1,0,0
4938,boardgameexpansion,Formula Dé Circuits 17 & 18: Buenos-Aires & Barcelona,1999,2,10,120,120,120,12,230,7.56657,5.93232,671,10,57,62,79,18,1.8333
137107,boardgame,Bonanza,1965,2,4,25,25,25,6,4,6.2,0,2,0,0,0,1,0,0
9865,boardgame,Zürich 1799,1999,2,2,90,90,90,12,68,7.59294,5.62689,233,5,3,7,39,16,2.5625
1304,boardgame,Credo,1993,2,5,60,60,60,12,214,5.76051,5.54707,342,18,39,79,118,17,2.3529
126644,boardgame,Yavalade,2012,3,3,5,5,5,8,4,7.75,0,4,0,0,1,4,1,2
19401,boardgame,Bolton Bonanza,1991,2,6,0,0,0,0,2,5.5,0,4,0,0,0,0,0,0
39865,boardgame,Gola Foot Ball Game,1901,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169147,boardgame,Letter Tycoon,2015,2,5,30,30,30,8,402,7.1372,5.98956,819,13,106,340,126,13,2.0769
39557,boardgameexpansion,Dawn of the Rising Sun Ship Forms,2006,2,0,180,180,180,0,3,6.66667,0,27,1,4,3,1,1,4
66052,boardgame,Corse,0,2,5,30,30,30,0,0,0,0,0,0,0,0,0,0,0
37235,boardgameexpansion,Agricola Z-Deck,2008,1,5,120,120,120,0,944,6.71556,6.12122,3471,77,81,176,453,83,3.1446
83166,boardgameexpansion,Tannhäuser: Asteros,2010,2,2,60,60,60,12,61,7.21852,5.60701,628,7,19,32,27,5,1.6
22764,boardgame,Känkkäränkkä ja Artturi Robotti,1985,2,4,10,10,10,4,6,1.95833,0,2,0,0,0,2,0,0
33605,boardgame,Monkey Dash,2009,2,2,15,15,15,8,62,6.85968,5.57241,85,4,11,40,34,15,2.2667
154429,boardgame,Mystique Guilds,2014,2,4,20,20,20,8,3,6.33333,0,4,0,0,0,2,2,2
119646,boardgame,Treble Eight,1955,4,0,0,0,0,0,1,4,0,1,0,1,1,0,0,0
19715,boardgame,Oval 2001,0,2,9,30,30,30,0,0,0,0,2,1,2,0,1,0,0
34126,boardgame,Space Shuttle Adventure,1989,2,6,0,0,0,8,0,0,0,3,0,1,2,2,1,1
135160,boardgameexpansion,Ascension: Theme Pack – Samael Claus,2012,1,6,30,30,30,8,73,6.8137,5.59062,447,9,5,30,15,4,2.25
32186,boardgame,Lee at Gettysburg: The Battle for Cemetery Ridge (Gold Edition),2007,1,2,90,30,90,10,5,6.3,0,32,3,2,5,5,2,2.5
209599,boardgame,QB8 Words,2016,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
147797,boardgame,Robot Commando,2012,2,2,40,40,40,12,0,0,0,1,0,0,0,1,0,0
159370,boardgameexpansion,The Wheel of Time Collectible Card Game: Children of the Dragon,2000,2,6,0,0,0,0,4,5.875,0,8,0,0,2,0,0,0
26170,boardgame,Rocket Race to Saturn,0,2,4,0,0,0,8,0,0,0,1,0,1,0,0,0,0
38792,boardgame,Insurrection à Sonienvo,1982,2,0,30,30,30,0,1,4.5,0,16,0,2,1,2,0,0
38919,boardgame,Dirty Dancing: the Boardgame,2008,2,4,0,0,0,12,1,3.5,0,10,3,0,0,2,0,0
89851,boardgameexpansion,Quest: Zeit der Helden – Dein Weg ins Abenteuer,2010,2,5,30,30,30,10,19,6.59474,0,91,10,0,1,3,1,2
2642,boardgame,Frontrunner,1992,2,4,90,90,90,12,4,3.75,0,7,0,0,0,1,0,0
9773,boardgame,Mostly Ghostly,1975,2,4,10,10,10,0,3,4,0,5,0,3,5,3,2,1.5
150070,boardgameexpansion,"Pathfinder Adventure Card Game: Rise of the Runelords – ""Birdcruncher Crown"" Promo Card",2013,1,4,90,90,90,10,95,7.29579,5.65501,738,39,27,52,38,3,2.3333
138560,boardgame,Il Domino Della Giornata,1999,1,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0
164945,boardgame,Bowling,2014,1,4,5,5,5,10,2,5.5,0,2,0,0,0,1,0,0
36003,boardgame,Barbarella,2007,2,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0
134893,boardgame,Tarneeb,0,4,4,25,25,25,14,4,6.375,0,3,0,0,0,1,0,0
164541,boardgame,Tic Tac Toe Attack,2013,2,2,10,10,10,5,2,4.5,0,4,0,0,1,1,0,0
156473,boardgame,"Strike North Japan vs. the Soviet Union, 1941",2014,1,2,0,0,0,0,7,6.14286,0,88,2,2,7,10,0,0
58643,boardgame,Hex Go,0,2,2,90,90,90,8,0,0,0,0,0,0,0,0,0,0
169827,boardgame,Rubber Road,2015,2,2,10,10,10,8,0,0,0,7,1,0,2,0,0,0
18233,boardgame,Jouer avec Richard Virenque,2003,2,6,30,30,30,8,1,6.5,0,2,1,0,3,1,0,0
147830,boardgame,1862: Glendale (American Civil War in 3D),0,1,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0
25584,boardgame,If Wishes Were Fishes!,2007,2,5,45,45,45,10,1063,6.52654,6.05239,1237,67,44,165,412,115,1.9478
24950,boardgame,Trio,1980,2,6,30,30,30,0,0,0,0,4,0,0,0,1,0,0
109522,boardgame,LeCoque's Intrigue,2011,2,2,360,360,360,0,0,0,0,1,1,0,0,0,1,4
17343,boardgameexpansion,Desert Rats,2004,1,2,120,120,120,12,4,6.25,0,21,1,0,1,0,0,0
97590,boardgameexpansion,"Die Siedler von Catan: Das Kartenspiel – Sonderkarte 2007 – Arnd, der findige Knappe",2007,2,2,40,40,40,10,5,5.8,0,19,0,3,8,3,0,0
33264,boardgame,Black & White,1998,2,2,20,20,20,8,7,4.78571,0,11,0,0,1,4,2,2
131296,boardgame,Umakartové,2012,2,6,41,41,41,8,0,0,0,1,0,0,0,0,0,0
1992,boardgame,Stop Thief,1979,2,4,30,30,30,10,683,6.26691,5.80486,1197,106,27,73,264,76,1.6842
206057,boardgameexpansion,Vast: The Crystal Caverns – Silver Gauntlet Promo Card,2016,0,0,0,0,0,0,3,5.66667,0,60,1,13,22,2,0,0
21054,boardgame,Battle to Baghdad,2005,2,4,45,45,45,12,1,3,0,4,0,0,0,2,0,0
74395,boardgame,U.S. MAIL and CHECKERS,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0
49038,boardgame,Battleground Fantasy Warfare: Umenzi Tribesmen,2007,2,2,60,60,60,12,29,7.54483,0,202,11,13,11,9,2,2
34080,boardgameexpansion,Wings of War: Immelmann Booster Pack,2008,3,3,30,30,30,0,131,7.33374,5.71524,498,7,27,61,41,18,1.7222
35359,boardgame,Killing Machine,1997,2,2,120,120,120,0,1,6,0,1,0,1,4,0,1,2
168541,boardgameexpansion,Ogre: Barbarians at the Gate Sponsored Counter Sheets,2014,2,6,45,45,45,10,20,7.72,0,141,1,7,5,10,2,1.5
2547,boardgame,Emperor's Challenge,1986,2,4,60,60,60,8,26,4.5,0,136,28,3,2,23,2,2
18800,boardgame,Shuttle Challenge,1985,2,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0
6316,boardgame,Black Widow,0,0,0,10,10,10,0,0,0,0,5,0,0,2,0,0,0
17126,boardgame,Eiyu Sengoku Jidai,1991,2,16,360,360,360,12,7,5,0,11,0,0,0,0,1,1
197838,boardgame,DemocraSea,0,4,6,45,25,45,8,0,0,0,1,0,0,0,0,0,0
30671,boardgameexpansion,Book of the Astronomican,1988,2,2,120,120,120,12,14,6.67857,0,41,2,11,8,8,3,3
38462,boardgame,Palago,2008,2,2,15,15,15,0,99,6.72273,5.61856,130,8,20,47,42,9,2.6667
35079,boardgame,Baseball Frenzy,2007,2,2,45,45,45,0,1,6,0,4,1,0,0,1,0,0
71564,boardgame,Schachdame,1883,2,2,20,20,20,8,3,6.33333,0,4,0,0,2,0,0,0
61383,boardgame,VerTIPPT nochmal!,2009,3,6,20,20,20,14,51,6.07647,5.52838,57,1,0,2,7,6,1
9631,boardgame,The Barbie Game,1980,2,4,20,20,20,5,2,2,0,21,0,0,2,3,0,0
175882,boardgame,Unstable Isotope,2015,3,6,30,15,30,14,2,6,0,10,0,0,0,1,1,2
83228,boardgame,Fairy Tale in my Pocket,2009,1,2,10,10,10,5,34,6.5,5.53364,65,0,2,33,26,1,1
33496,boardgame,Tango,2007,2,4,30,30,30,0,4,4.875,0,2,0,0,0,1,1,1
3629,boardgame,Start Your Own Riot!,2002,2,6,30,30,30,0,35,4.80037,5.4722,67,7,0,0,21,6,1.3333
182533,boardgame,Dice Chasers,2015,2,6,0,0,0,21,9,5.38889,0,32,1,0,0,2,1,1
35140,boardgame,Frenzy,1974,1,99,0,0,0,6,0,0,0,2,0,0,0,0,0,0
170473,boardgameexpansion,Golem Arcana: Gudanna Expansion – The Khan's Pyre,2014,2,2,30,30,30,14,10,7.2,0,80,5,3,3,4,1,2
28673,boardgame,Savana,2007,2,4,30,30,30,5,15,5.59067,0,41,1,0,1,4,4,1.75
181035,boardgame,LR Kliszow 1702,2015,2,2,120,60,120,12,1,8,0,1,0,0,0,0,0,0
116467,boardgame,Top 2000 Het Spel,2010,2,6,60,60,60,12,14,5.53571,0,22,0,0,0,2,1,2
158968,boardgame,Maha Yodha,2014,2,2,20,20,20,12,85,6.39905,5.55665,245,19,4,29,33,7,2.1429
8092,boardgame,POP Score,0,2,6,60,60,60,16,1,5,0,2,0,0,0,0,1,1
66050,boardgame,Roule Cocotte,2003,2,4,15,15,15,4,3,5,0,5,1,0,0,1,0,0
10768,boardgame,Piraten & Papageien,2003,2,4,45,45,45,10,4,5.5,0,14,0,1,1,2,0,0
32527,boardgame,Bobbin Noggin,1964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
181236,boardgame,Bastion,2015,1,4,90,45,90,10,48,6.75417,5.56077,45,0,20,110,11,1,2
135264,boardgame,We Wow Wang,1940,2,6,30,30,30,0,0,0,0,1,0,0,0,0,0,0
1629,boardgame,Air War: Modern Tactical Air Combat,1977,2,4,120,120,120,12,260,5.18596,5.41216,654,80,4,23,167,56,4.625
43472,boardgame,Pocket Trivia: Movies,1999,2,0,0,0,0,12,3,3.76667,0,7,0,0,1,0,0,0
202737,boardgame,Box of Rocks,2016,2,38,15,5,15,12,62,6.59758,5.55217,119,0,28,95,23,0,0
195795,boardgame,Asterix i Spółka,0,2,8,0,15,0,6,4,5.75,0,4,0,1,1,0,0,0
104439,boardgame,Oz,1981,1,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0
15598,boardgame,Mr. Trucker,1987,2,8,0,0,0,8,3,9.225,0,8,0,2,2,3,0,0
32872,boardgame,Heroic Frenzy: Petrograd 1919,2007,1,2,0,0,0,0,3,4,0,20,3,2,3,6,1,1
194088,boardgame,Fast Flip,2016,2,8,15,15,15,7,25,6.572,0,57,0,0,13,4,2,1
165739,boardgameexpansion,Dice's Zoo: Fleas Invade,2014,2,5,10,10,10,6,10,6.1,0,29,1,1,3,2,1,1
21032,boardgame,The Wild-Flower Game,1987,2,6,60,60,60,8,1,3.1,0,2,0,0,0,0,1,1
92467,boardgameexpansion,Modern Naval Battles:  Global Warfare Ship Expansion #1,2011,2,6,90,90,90,10,29,7.0431,0,125,1,2,9,8,2,2.5
16055,boardgame,McDonaldland Match-Up Game,1984,1,4,15,15,15,4,0,0,0,0,0,0,0,0,0,0
53149,boardgame,Smart 7 Jorden runt,2009,2,4,20,20,20,15,1,4,0,5,0,0,0,0,0,0
155042,boardgame,Steam Donkey,2014,2,4,45,45,45,10,228,6.75908,5.75664,414,18,13,63,86,24,2.1667
153309,boardgame,Die Feuerinsel,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23792,boardgame,Professor Noggin's Pets,2005,2,8,30,30,30,7,2,5.5,0,8,1,0,0,0,0,0
